domain,url,ct_timestamp,label,n_bk_dom,n_blog_dom,n_forum_dom,ptile95_contain_hp,mean_contain_hp,med_contain_hp,ptile95_contain_num,r_contain_num_dom,n_contain_hp_num_url,n_contain_hp_num_dom,r_contain_hp_num_url,r_contain_hp_num_dom,n_follow_url,n_nofollow_url,r_follow_url,r_external_domain_to_domain,dom_to_page_url_med,dom_to_page_url_95ptil,dom_to_page_dom_med,dom_to_page_dom_95ptil,link_to_page_url_med,link_to_page_url_95ptil,link_to_page_dom_med,link_to_page_dom_95ptil,page_to_dom_url_med,page_to_dom_url_95ptil,page_to_dom_dom_med,page_to_dom_dom_95ptil,page_to_link_url_med,page_to_link_url_95ptil,page_to_link_dom_med,page_to_link_dom_95ptil,create_date_month,wm_start_date_month,n_rec_total,n_rec_normal,n_num_change,jcd_nl_mode,max_num_days,min_num_days,r_rec_normal,pds_html_con_rep_ratio_mean,pds_html_txt_rep_ratio_mean,pds_html_txt_mjr_sum_mean,pds_html_txt_mjr_rep_mean,pds_html_con_mjr_sum_mean,pds_html_con_mjr_rep_mean,pds_vp_mjr_sum_mean,pds_vp_mjr_rep_mean,pds_fp_mjr_sum_mean,pds_fp_mjr_rep_mean,pds_vp_loc_w_sum_mean,pds_vp_size_w_pct_mean,pds_fp_loc_w_sum_mean,pds_fp_size_w_pct_mean,pds_vp_area_ratio_mean,pds_fp_area_rfp_mean,pds_fp_area_rvp_mean,pds_html_con_mjr_ps_max_ratio,pds_html_con_mjr_ps_en,pds_vp_mjr_ps_max_ratio,pds_vp_mjr_ps_en,pds_fp_mjr_ps_max_ratio,pds_fp_mjr_ps_en,pds_head_sum_mean,pds_title_sum_mean
www.customer-service-tollfree.com,http://www.customer-service-tollfree.com,2020_09_06_06_25_23_549,1,475,119,24,42.55,11.3306,4.75,39.0,0.9677,113,45,0.8309,0.7258,3526,1011,0.7772,0.16,0.0,0.0,0.0,1.65,2.0,20.0,2.0,82.5,54.0,114.0,11.0,107.3,63.0,123.0,21.0,273.2,201705,201711,30,19,4,1.0,540,29,0.6333,0.7142,0.508,2.5482,1.5127,6.3046,5.2741,0.3452,0.0152,0.802,0.1472,0.0496,0.1160000000000000,0.2024,0.34,0.0009,0.0008,0.003,0.2995,3.2183,0.0,1.213,0.0,2.6741,4.6954,0.8477
www.antivirussupporthelplinenumber.us,https://www.antivirussupporthelplinenumber.us,2020_09_09_04_10_23_833,1,30,5,2,11.875,3.0357,1.5,49.3,0.7143,1,1,0.0417,0.0714,38,13,0.7451,0.2333000000000000,0.0,7.0,0.0,15.5,4.0,116.5,8.0,293.1,7.0,382.0,19.75,780.3,13.0,725.5,23.25,1371.15,202001,202001,0,0,0,0.0,0,0,0.0,0.8629,0.7821,9.4848,8.4848,17.2626,16.0505,2.7273,1.7273,5.303,4.3232,0.4742,0.7269,1.4267,0.6776,0.0124,0.005,0.0214,0.1616,4.9421,0.2525,3.0746,0.0,4.3121,5.2828,0.8485
www.msofficesupportnumber.com,http://www.msofficesupportnumber.com,2020_09_06_06_45_13_690,1,485,63,172,5.0,2.503,2.0,14.0,0.6202,217,145,0.2848,0.4303,4213,787,0.8426,0.1856,0.0,1.0,0.0,10.0,2.0,16.0,3.0,140.0,35.0,71.0,7.0,298.6,54.0,122.0,10.0,684.6,201606,201608,99,73,2,0.0,159,43,0.7374,0.6667,0.6667,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.4023,1.0,0.4480000000000000,1.0,0.0109,0.0062,0.019,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
www.hexmart.us,https://www.hexmart.us,2020_09_06_14_54_43_701,1,2,0,0,1.0,1.0,1.0,3.0,1.0,0,0,0.0,0.0,0,2,0.0,0.5,0.5,0.95,0.5,0.95,6.0,10.5,6.0,10.5,3.5,3.95,3.5,3.95,10.0,10.0,10.0,10.0,202001,202001,0,0,0,0.0,0,0,0.0,0.6777,0.5219,2.1316,1.1316,3.1316,2.1316,1.0263,0.0263,0.2895,0.0,0.0705,0.8212,0.042,0.1135,0.0028,0.0001,0.0006,0.8684,0.5618,0.9737,0.1756,0.0,0.868,0.0,0.0
pogo-supportcenter.com,https://pogo-supportcenter.com,2020_09_09_04_05_33_539,1,385,106,28,12.0,3.883,2.0,50.0,0.8333,407,181,0.6887,0.6418,4151,849,0.8302,0.3403,0.0,0.0,0.0,18.8,4.0,355.0,6.0,389.6,103.0,311.1,63.0,519.8,117.0,717.0,92.0,1076.0,201803,201803,39,18,0,1.0,899,882,0.4615,0.75,0.5,2.0,1.0,4.0,3.0,1.0,0.0,2.0,1.0,0.1589,0.9965,0.1889,0.9778,0.0035,0.0029,0.0093,1.0,0.0,0.7143,0.8631,1.0,0.0,0.0,0.0
supportoncalls.com,https://supportoncalls.com,2020_09_18_17_05_19_402,1,1,0,0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,27.0,46.8,27.0,27.0,148.5,227.25,148.5,148.5,183.0,287.4,183.0,183.0,201902,201503,16,9,4,1.0,552,244,0.5625,0.7296,0.5794,2.6667,1.8095,6.0476,5.1905,0.9048,0.0476,1.8571,0.9524,0.0364,0.7158,0.215,0.7894,0.0019,0.0024,0.0056,0.7143,1.28,0.8095,0.857,0.5714,1.7364,0.9048,0.0476
printertecustomerhelp.com,http://printertecustomerhelp.com,2020_09_09_03_40_04_335,1,5,0,0,13.85,8.25,8.5,131.45,0.75,3,3,0.75,0.75,1,4,0.2,0.2,0.0,0.8,0.0,0.8,4.0,6.6,4.0,6.6,16.0,93.8,16.0,93.8,32.0,129.0,32.0,129.0,201712,201808,5,3,1,1.0,156,33,0.6,0.4735,0.4244,3.2857,2.4762,6.6429,5.8333,0.7619,0.2857,1.4286,0.619,0.2202,0.1156,0.2937,0.5981,0.0016,0.0014,0.0075,0.2857,2.8293,0.0,1.4607,0.2857,2.5844,0.619,0.381
routererrorcode.com,https://routererrorcode.com,2020_09_09_03_45_01_569,1,93,23,5,11.95,2.2683,1.0,25.85,0.6829,68,46,0.5574,0.561,86,263,0.2464,0.3333,0.0,3.6,0.0,31.4,68.0,150.0,6.5,523.6,178.0,638.8,23.0,437.8,646.0,1557.2,46.0,1117.4,201902,202002,2,2,0,1.0,194,1,1.0,0.2543,0.2222,1.1795,0.5641,1.4615,0.8462,0.6923,0.0,1.5128,0.6923,0.175,0.2669,0.4373,0.5367,0.0027,0.0013,0.0058,0.0,2.1371,0.6667,1.0487,0.3333,1.9411,0.5641,0.2821
support-email.mystrikingly.com,http://support-email.mystrikingly.com,2020_09_09_03_44_19_198,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202001,202001,0,0,0,0.0,0,0,0.0,0.4814,0.2333,1.4,0.6,3.4,2.6,0.6,0.2,1.6,0.8,0.1461,0.2667,0.3853,0.5481,0.0087,0.0029,0.0109,0.2,2.3219,0.0,1.371,0.2,2.3219,1.4,0.2
www.avast-support.net,https://www.avast-support.net,2020_09_06_08_05_20_46,1,477,130,99,4.0,1.6403,1.0,94.6,0.5254,15,4,0.0221,0.0119,3669,1331,0.7338,0.4382,0.0,1.0,0.0,21.2,5.0,144.0,9.0,633.0,31.0,677.0,48.0,715.6,123.0,1124.05,60.0,1220.0,201805,201907,25,9,1,0.0,112,112,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.1094,0.0,0.1562,0.0,0.0379,0.1094,0.0459,0.1382,0.0005,0.0008,0.0029,0.0,0.0,0.0,0.6488,0.0,0.8190000000000000,0.0,0.0
247accountinghelp.com,https://247accountinghelp.com,2020_09_18_18_14_43_850,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202001,202001,0,0,0,0.0,0,0,0.0,0.1944,0.1,0.5333,0.2,1.0667,0.7333,0.3333,0.0,0.1333,0.0,0.1284,0.0794,0.0313,0.0644,0.0009,0.0002,0.0004,0.0,1.3753,0.0,0.9183,0.0,0.5665,0.7333,0.2
www.impactpcsupport.com,https://www.impactpcsupport.com,2020_09_06_07_28_40_35,1,22,8,0,46.0,10.1053,1.5,37.2,0.5789,12,4,0.3,0.2105,20,36,0.3571,0.1818,0.0,4.75,0.0,26.8,7.0,426.0,9.5,1438.5,8.5,108.5,9.0,169.45,10.0,445.75,17.25,662.1,201307,201601,28,13,1,1.0,1638,56,0.4643,0.7657,0.6514,2.9155,1.9155,4.4085,3.4085,1.0141,0.0141,1.0141,0.0141,0.3749,1.0,0.0923,1.0,0.0156,0.0038,0.0163,0.5493,1.3968,0.9859,0.1068,0.9859,0.1068,1.4507,0.9014
www.supportnerds.us,https://www.supportnerds.us,2020_09_06_08_50_15_166,1,59,3,0,10.25,3.3333,1.0,13.35,0.75,26,17,0.5652,0.7083,119,83,0.5891,0.1864,0.0,2.0,0.0,1.0,5.0,140.9,4.0,73.3,7.0,47.85,7.0,58.1,10.0,104.95,13.0,106.65,201408,201506,35,13,2,0.5,1309,93,0.3714,0.6021,0.5229,2.1753,1.1753,2.7113,1.7113,1.4124,0.4124,0.433,0.1031,0.1733,1.0,0.067,0.2991,0.0087,0.0005,0.0026,0.4536,1.5154,0.5979,1.0413,0.0,1.4901,0.4948,0.0
phonesupportservices.com,https://phonesupportservices.com,2020_09_06_14_52_15_47,1,16,3,1,68.0,11.2,2.0,3.2,0.4667,6,3,0.2222,0.2,29,10,0.7436,0.25,0.0,2.2,0.0,2.5,6.0,535.0,6.5,642.5,12.0,159.2,6.5,258.0,69.0,472.1,11.5,466.25,201802,201807,18,6,1,1.0,568,97,0.3333,0.3919,0.1853,1.2143,0.5536,3.0714,2.4107,1.2143,0.2143,0.75,0.2143,0.4095,0.6998,0.19,0.1453,0.0025,0.0002,0.001,0.0,2.5579,0.7857,0.7496,0.0,1.4669,2.25,0.4107
www.allemailsupport.com,http://www.allemailsupport.com,2020_09_09_03_51_52_333,1,2,0,0,1.0,1.0,1.0,5.0,1.0,1,1,1.0,1.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,124.0,235.6,124.0,235.6,336.0,633.9,336.0,633.9,419.5,792.55,419.5,792.55,201904,201307,26,20,0,1.0,408,196,0.7692,0.9372,0.7075,4.5167,3.5167,23.8833,22.8833,1.2167,0.2167,0.8167,0.3333,0.2767,0.8804,0.2315,0.2711,0.0044,0.0013,0.0049,0.1333,4.0341,0.7833,0.754,0.0,1.7454,8.6167,0.9833
www.gmailinformation.com,http://www.gmailinformation.com,2020_09_06_06_18_02_629,1,54,4,20,11.7,3.619,1.0,5.0,0.4524,35,15,0.3302,0.3571,606,36,0.9439,0.1852000000000000,0.0,0.0,0.0,1.0,11.0,75.7,9.0,199.25,16.0,244.0,8.0,154.25,21.0,472.0,12.0,372.875,201810,201812,27,25,0,1.0,617,560,0.9259,0.2915,0.1267,1.3838,0.3939,2.3636,1.3737,0.2020000000000000,0.0202,0.6263,0.2727,0.066,0.1503,0.1890000000000000,0.3241,0.0022,0.0006,0.0036,0.596,1.8139,0.0,0.8634,0.0,1.557,0.8788,0.0101
gmailcustomernumber.com,https://gmailcustomernumber.com,2020_09_18_17_19_46_756,1,11,2,0,9.5,3.0,2.0,13.5,0.4545,0,0,0.0,0.0,53,6,0.8983,0.4545,0.0,1.0,0.0,1.5,2.0,18.0,2.0,15.0,112.0,113.0,7.0,82.75,121.0,122.0,14.5,88.5,202001,202001,0,0,0,0.0,0,0,0.0,0.625,0.3611,1.8333,0.8333,2.8333,1.8333,2.0,1.0,1.5,0.5,0.4661,0.9493,0.4434,0.8903,0.0105,0.0027,0.0069999999999999,0.5,1.4591,1.0,0.0,0.5,1.0,1.6667,0.6667
contactcustomersupport.net,http://contactcustomersupport.net,2020_09_09_03_07_28_138,1,6,0,0,14.75,5.1667,2.0,117.5,0.6667,0,0,0.0,0.0,1,6,0.1429,0.1667000000000000,0.0,0.7,0.0,0.75,41.0,74.6,26.5,62.5,9.0,301.3,8.5,247.875,11.0,404.2,11.0,332.75,202004,202008,1,1,0,1.0,34,0,1.0,0.15,0.15,1.0,0.3,1.0,0.3,0.6,0.0,0.5,0.1,0.1483,0.4302,0.1184,0.3976,0.0037,0.0012,0.0032,0.0,2.3219,0.0,1.961,0.0,1.571,0.2,0.2
callhelpsupport.com,http://callhelpsupport.com,2020_09_09_03_02_08_213,1,7,0,1,8.75,3.1667,2.0,114.75,0.3333,1,1,0.1667,0.1667,2,6,0.25,0.1429,0.0,0.65,0.0,0.7,15.0,75.3,9.0,60.3,55.5,751.0,6.0,584.5,78.5,1009.0,11.0,781.3,201904,201909,3,1,0,0.0,372,0,0.3333,0.6112,0.3895,2.75,1.8,6.25,5.3,1.825,0.875,2.85,0.1,0.3183,0.8851,0.9245,0.6845,0.0042,0.0008,0.006,0.125,4.7817,0.875,0.6649,0.0,4.6306,3.4,0.85
www.vsupportservices.com,http://www.vsupportservices.com,2020_09_09_04_24_29_79,1,31,0,0,41.0,10.1667,1.5,3.25,0.3333,2,2,0.3333,0.3333,4,42,0.087,0.2258,0.0,1.0,0.0,1.0,7.0,207.5,4.0,115.0,97.0,815.75,94.5,817.5,130.0,1129.75,126.5,1131.5,201602,201604,45,30,3,0.0,607,35,0.6667,0.7145,0.2606,2.0714,0.8061,4.9133,3.7602,1.0,0.0102,1.2653,0.051,0.0736,0.9585,0.0848,0.9707,0.0189,0.002,0.0105,0.2245,4.3688,0.3418,2.4184,0.2653,3.2462,1.6327,0.8061
contacthelplinenumber.com,https://contacthelplinenumber.com,2020_09_18_18_19_58_517,1,1,0,0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1040.0,1040.0,1040.0,1040.0,1961.0,1961.0,1961.0,1961.0,202005,201802,1,1,0,0.0,958,0,1.0,0.4153,0.2949,1.5385,0.6923,2.9231,2.0769,0.9231,0.0769,0.1538,0.0,0.0436,0.1202,0.0606,0.1333,0.0014,0.0003,0.0009,0.3077,2.3158,0.7692,0.9913,0.0,0.6194,1.9231,0.5385
www.rokuactivationcode.com,http://www.rokuactivationcode.com,2020_09_09_05_05_38_805,1,465,102,22,24.0,7.9145,2.0,11.0,0.6989,266,144,0.5331,0.5353,2859,2037,0.5839,0.172,0.0,1.0,0.0,2.0,4.0,237.0,4.0,127.4,6.0,192.0,9.0,128.6,11.0,603.0,15.0,422.0,201509,201606,97,72,1,0.0,1536,12,0.7423,0.6645,0.4581,2.0402,1.0201,5.3166,4.3166,1.4121,0.397,0.4372,0.005,0.0603,0.1257,0.0461,0.0387,0.0018,0.0001,0.0006,0.4372,2.233,0.5779,1.2171,0.0,1.4481,1.2513,0.005
www.techelp.info,http://www.techelp.info,2020_09_09_04_51_25_4,1,518,127,4,27.0,5.8115,1.0,8.0,0.7857,363,162,0.606,0.6429,2028,2058,0.4963,0.1564000000000000,0.0,1.0,0.0,5.0,6.0,95.0,6.0,107.3,6.0,73.75,7.75,131.375,7.0,116.75,12.0,150.425,201706,200809,67,39,3,1.0,415,91,0.5821,0.8687,0.6641,4.129,3.1075,12.7527,11.7527,2.1828,1.1613,3.3441,2.2688,0.4344,0.9476,0.7063,0.9334,0.0108,0.0037,0.0156,0.1613,3.9337,0.6022,2.1611,0.2151,3.6838,7.3441,0.9785
helplinesupport-number.com,https://helplinesupport-number.com,2020_09_18_17_21_26_461,1,39,1,5,2.175,1.6618,1.0,16.9,0.8529,58,28,0.9062,0.8235,160,24,0.8696,0.1538,0.0,0.0,0.0,0.55,3.0,151.7,3.0,203.25,11.0,80.0,5.0,22.4,15.0,93.0,6.5,67.45,202001,202001,0,0,0,0.0,0,0,0.0,0.7084,0.5834,2.5,1.5,3.5,2.5,1.5,0.5,1.5,0.5,0.5104,1.0,0.4441,1.0,0.0118,0.0077,0.012,0.5,1.0,0.5,1.0,0.5,1.0,2.0,1.0
www.infohouze.com,http://www.infohouze.com,2020_09_06_06_52_55_735,1,24,3,0,41.3,9.5,3.0,5.75,0.7,10,7,0.4167,0.7,28,63,0.3077,0.4167,0.0,2.0,0.0,2.85,7.0,130.0,7.0,87.9,14.0,161.0,6.75,151.325,18.0,193.0,10.0,183.85,201608,201704,180,77,5,0.0,644,3,0.4278,0.3898,0.0386,2.1919,0.2020000000000000,3.7172,1.7778,1.8788,0.0,2.2222,0.0606,0.1972,0.855,0.2695,0.8395,0.0069999999999999,0.0028,0.009,0.2828,3.8404,0.4141,2.0792,0.3131,3.4960000000000000,0.4545,0.2323
customerservice-support.com,https://customerservice-support.com,2020_09_18_18_06_21_677,1,173,30,35,8.1,1.8972,1.0,5.5,0.3458,3,3,0.0142,0.028,353,87,0.8023,0.0925,0.0,1.0,0.0,1.0,5.0,62.1,3.0,38.8,6.5,229.0,6.0,96.1,13.0,238.0,11.0,129.5,201605,201706,41,30,4,1.0,387,47,0.7317,0.7335,0.1199,2.1404,0.4561,5.8947,4.8947,1.193,0.193,0.4386,0.0175,0.1088,1.0,0.0939,0.2226,0.0116,0.0012,0.0035,0.2456,2.9988,0.8246,0.9456,0.0,1.606,5.1404,0.7018
epsonprintersupport247.com,http://epsonprintersupport247.com,2020_09_09_03_10_28_139,1,13,0,0,11.8,3.8571,2.0,128.0,0.5714,1,1,0.125,0.1429,2,13,0.1333,0.0768999999999999,0.0,0.3,0.0,0.4,3.0,23.7,3.0,27.6,25.0,2052.0,25.0,2050.8,42.0,2732.0,42.0,2667.8,201809,201910,6,3,2,0.0,135,80,0.5,0.8558,0.8420000000000000,7.2563,6.2563,8.7387,7.7387,3.005,2.0,3.3769,2.3668,0.5886,0.8992,0.5411,0.8886,0.0087,0.0022,0.012,0.1106,4.6264,0.3719,2.6516,0.191,3.8107,1.8291,0.407
magicjacksupportnumberusa.strikingly.com,http://magicjacksupportnumberusa.strikingly.com,2020_09_09_03_13_11_529,1,1,0,0,1.0,1.0,1.0,4.0,1.0,0,0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,202001,202001,0,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
icloud-email.contactsupporthelpnumber.com,http://icloud-email.contactsupporthelpnumber.com,2020_09_09_02_55_13_981,1,175,73,20,9.0,3.6294,4.0,42.0,0.7622,138,94,0.6053,0.6573,717,234,0.7539,0.1714,0.0,0.0,0.0,3.15,2.0,40.0,6.0,95.9,80.0,86.0,13.0,87.9,87.0,104.0,57.0,254.4,202001,202007,1,1,0,1.0,54,0,1.0,0.6576,0.4815,2.3131,1.3131,5.6061,4.6061,1.6263,0.6263,1.3131,0.4444,0.3318,0.6336,0.4233,0.5822,0.0035,0.0011,0.0041,0.5253,1.6317,0.5455,1.1907,0.303,2.4791,3.8182,0.5253
mailhelplinenumber.com,https://mailhelplinenumber.com,2020_09_18_17_22_09_28,1,59,0,4,5.2,1.95,1.0,18.15,0.975,5,1,0.061,0.025,80,64,0.5556,0.1017,0.0,1.0,0.0,0.1,5.0,55.5,3.5,65.3,5.5,78.55,5.0,77.75,7.0,108.4,6.0,102.5,201911,201602,4,3,0,0.0,265,265,0.75,0.2,0.1667,0.75,0.5,1.25,1.0,0.5,0.25,0.0,0.0,0.0312,0.25,0.0,0.0,0.0023,0.0,0.0,0.0,0.8113,0.0,0.8113,0.0,0.0,0.5,0.25
realprinterfix247.us,https://realprinterfix247.us,2020_09_06_14_52_15_228,1,25,1,0,148.65,43.7,29.5,13.4,0.7,13,6,0.7222,0.6,5,109,0.0439,0.44,0.0,1.0,0.0,3.4,101.5,1245.65,6.0,257.0,99.0,809.0,100.0,811.6,135.0,1050.0,175.0,1055.0,201803,201804,43,20,0,0.0,620,260,0.4651,0.8184,0.6043,2.8280000000000000,1.828,6.3441,5.3441,1.0645,0.043,0.7849,0.129,0.304,1.0,0.176,0.4766,0.0036,0.0004,0.0032,0.4409,1.9594,0.9355,0.4259,0.5269,1.5796,1.6129,0.4731
teluscustomerservice.com,https://teluscustomerservice.com,2020_09_18_17_12_42_939,1,94,11,21,4.0,2.4478,2.0,123.7,0.9851,105,66,0.9906,0.9851,108,273,0.2835,0.1064,0.0,0.0,0.0,4.1,94.0,99.0,3.0,203.1,63.0,87.0,38.5,137.05,399.0,400.0,44.0,540.45,201904,201905,3,3,0,0.0,379,99,1.0,0.5455,0.525,2.1667,1.1667,2.6333,1.6333,0.9333,0.0333,1.1333,0.1333,0.0558,0.5147,0.0413,0.8869,0.0025,0.001,0.0029,0.8333,0.9703,0.8333,0.8785,0.9,0.6275,0.6,0.1333
printer-customer-care.com,https://printer-customer-care.com,2020_09_18_17_23_21_52,1,202,37,36,3.0,1.4387,1.0,33.3,0.7290000000000000,223,102,0.736,0.6581,1473,642,0.6965,0.2921,0.0,1.0,0.0,31.975,10.0,185.0,6.0,577.95,46.0,182.0,9.0,408.35,73.0,709.0,13.0,895.85,201910,201912,1,0,0,0.0,0,0,0.0,0.7762,0.5952,2.7143,1.7143,4.5714,3.5714,1.8571,0.8571,0.7143,0.1429,0.2159,0.8746,0.2087,0.482,0.0073,0.0012,0.0031,0.5714,1.3788,0.5714,1.3788,0.4286,1.4488,1.4286,0.4286
facebookcustomer-service.com,https://facebookcustomer-service.com,2020_09_18_17_12_19_994,1,1,0,0,9.0,9.0,9.0,48.0,1.0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,201711,201808,4,4,0,1.0,433,388,1.0,0.1601,0.0926,1.1919,0.1919,1.7273,0.7273,1.0202,0.0202,0.9798,0.0202,0.0281,0.911,0.01,0.8433,0.0024,0.0008,0.0029,0.7879,1.0045,0.9091,0.6469,0.9495,0.325,0.6970000000000000,0.1616
hotmail-customernumber.com,https://hotmail-customernumber.com,2020_09_18_17_21_55_293,1,107,23,11,5.0,1.6338,1.0,34.5,0.7746,98,52,0.7368,0.7324,1807,43,0.9768,0.2243,0.0,0.0,0.0,13.7,9.0,13.0,6.0,99.0,46.0,51.0,9.0,407.8,61.0,80.55,14.0,811.5,201902,201908,4,4,0,0.0,232,156,1.0,0.6922,0.3878,4.0,3.0,5.6875,4.6875,1.5,0.4375,3.375,2.0625,0.1545,0.8448,0.8596,0.9157,0.0063,0.0039,0.0147,0.4375,2.5218,0.625,1.5016,0.25,2.9528,1.1875,0.5
www.wizxpert.com,https://www.wizxpert.com,2020_09_06_08_34_59_432,1,165,11,10,10.325,3.6,2.0,6.0,0.425,61,28,0.3836,0.35,4402,598,0.8804,0.1697000000000000,1.0,2.0,0.0,2.0,4.0,24.0,3.0,88.3,3.0,26.0,6.0,36.0,5.0,42.0,10.0,67.2,201704,201709,44,13,0,1.0,1086,972,0.2955,0.857,0.7462,4.1458,3.1458,7.25,6.25,2.1875,1.1875,3.8542,2.8542,0.1988,0.7657,0.4291,0.9453,0.0063,0.0052,0.0504,0.5,1.7903,0.8125,0.6962,0.4583,2.1305,0.0625,0.0208
wwcustomersupport.com,http://wwcustomersupport.com,2020_09_09_04_40_24_862,1,2,0,0,2.9,2.0,2.0,144.4,0.5,1,1,0.5,0.5,0,2,0.0,0.5,0.5,0.95,0.5,0.95,2.0,2.9,2.0,2.9,583.0,1013.2,583.0,1013.2,746.0,1286.0,746.0,1286.0,201709,201710,37,34,1,1.0,798,266,0.9189,0.3042,0.2994,5.4906,5.1509,5.8113,5.4717,0.9434,0.6038,2.283,1.9245,0.2258,0.3396,0.5238,0.3208,0.0152,0.0018,0.013,0.0,1.8575,0.0,1.4936,0.0,1.9379,0.5094,0.1887
sbc-customernumber.com,https://sbc-customernumber.com,2020_09_18_17_25_15_455,1,52,4,2,2.0,1.3333,1.0,20.9,0.8542,9,3,0.0703,0.0625,654,54,0.9237,0.2308,0.0,1.0,0.0,1.0,1.0,24.0,2.0,54.45,60.0,96.0,14.0,70.9,68.0,102.0,20.75,91.6,201911,202009,3,1,0,1.0,13,0,0.3333,0.7045,0.5556,2.4444,1.4444,4.2222,3.2222,2.0,1.0,0.5556,0.1111,0.2845,0.8314,0.1299,0.3125,0.0082,0.0015,0.0042,0.3333,2.6416,0.3333,1.585,0.0,1.6577,1.5556,0.4444
www.wikiamonks.com,https://www.wikiamonks.com,2020_09_09_04_51_26_999,1,35,0,0,19.5,5.9091,2.0,7.0,0.5455,3,3,0.1579,0.2727,10,102,0.0893,0.1143000000000000,0.0,1.45,0.0,0.9,59.5,828.95,23.0,259.9,94.0,104.0,7.0,519.1,121.0,147.45,10.0,654.7,201701,201704,414,331,4,1.0,888,11,0.7995,0.7695,0.4771,2.5773,1.5773,5.9897,4.9897,1.6907,0.6598,2.0825,0.3093,0.5413,0.809,0.4480000000000000,0.7063,0.0083,0.0013,0.008,0.4536,2.201,0.4742,1.9776,0.3608,2.5375,0.0825,0.0412
www.number-directory.com,https://www.number-directory.com,2020_09_09_05_36_44_789,1,47,2,13,2.2,1.1892,1.0,2.6,0.1351,0,0,0.0,0.0,338,18,0.9494,0.2340000000000000,0.0,1.0,0.0,5.7,3.0,49.0,5.0,40.2,35.0,84.0,5.0,160.0,36.0,256.75,6.0,357.05,201908,201012,11,10,6,0.0,3014,31,0.9091,0.4779,0.0074,1.0147,0.0147,1.9559,0.9706,0.9559,0.0,0.9706,0.0,0.0535,0.4825,0.018,0.5193,0.0019,0.0005,0.0019,0.9265,0.5203,0.9412,0.3705,0.75,1.0558,0.0147,0.0147
customerservice-usa.com,https://customerservice-usa.com,2020_09_18_16_54_53_427,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202001,202001,0,0,0,0.0,0,0,0.0,0.0612,0.0401,0.9091,0.5455,1.2525,0.9495,0.0,0.0,0.8485,0.4545,0.0,0.0,0.3402,0.2323,0.0,0.0012,0.009,0.0,1.6309,0.0,0.0,0.0,1.6309,0.0,0.0
www.onestepitsolutions.net,http://www.onestepitsolutions.net,2020_09_09_04_30_58_346,1,119,32,1,41.2,9.9421,1.0,18.95,0.6316,140,53,0.6829,0.5579,544,299,0.6453,0.5126,0.0,4.0,0.0,25.0,9.0,51.0,9.0,44.1,6.0,34.0,7.0,32.2,15.0,89.0,15.0,61.7,201501,201110,63,54,7,1.0,941,35,0.8571,0.6839,0.6211,2.9495,1.9495,4.0,3.0,1.0909,0.3939,2.4141,1.2828,0.3975,0.5097,0.6234,0.9397,0.0087,0.0037,0.0161,0.3535,2.6206,0.0,3.0069,0.2525,3.6433,1.5556,0.5051
www.itphonenumber.com,http://www.itphonenumber.com,2020_09_06_06_58_17_518,1,21,0,0,5.5,2.1429,1.0,5.1,0.4286,4,2,0.4444,0.2857,7,25,0.2188,0.1429,0.0,1.0,0.0,1.0,10.0,143.25,5.0,157.0,5.0,100.0,6.0,100.0,5.5,140.0,7.0,140.0,201606,201701,405,181,1,1.0,691,420,0.4469,0.471,0.0944,1.7449,0.3367,2.8673,1.9286,1.602,0.0,0.4286,0.0204,0.0338,0.6832,0.1714,0.0711,0.005,0.0003,0.0018,0.3673,2.8388,0.7041,1.1991,0.0,0.6528,1.1122,0.3469
