domain,url,ct_timestamp,label,n_bk_dom,n_blog_dom,n_forum_dom,ptile95_contain_hp,mean_contain_hp,med_contain_hp,ptile95_contain_num,r_contain_num_dom,n_contain_hp_num_url,n_contain_hp_num_dom,r_contain_hp_num_url,r_contain_hp_num_dom,n_follow_url,n_nofollow_url,r_follow_url,r_external_domain_to_domain,dom_to_page_url_med,dom_to_page_url_95ptil,dom_to_page_dom_med,dom_to_page_dom_95ptil,link_to_page_url_med,link_to_page_url_95ptil,link_to_page_dom_med,link_to_page_dom_95ptil,page_to_dom_url_med,page_to_dom_url_95ptil,page_to_dom_dom_med,page_to_dom_dom_95ptil,page_to_link_url_med,page_to_link_url_95ptil,page_to_link_dom_med,page_to_link_dom_95ptil,create_date_month,wm_start_date_month,n_rec_total,n_rec_normal,n_num_change,jcd_nl_mode,max_num_days,min_num_days,r_rec_normal,pds_html_con_rep_ratio_mean,pds_html_txt_rep_ratio_mean,pds_html_txt_mjr_sum_mean,pds_html_txt_mjr_rep_mean,pds_html_con_mjr_sum_mean,pds_html_con_mjr_rep_mean,pds_vp_mjr_sum_mean,pds_vp_mjr_rep_mean,pds_fp_mjr_sum_mean,pds_fp_mjr_rep_mean,pds_vp_loc_w_sum_mean,pds_vp_size_w_pct_mean,pds_fp_loc_w_sum_mean,pds_fp_size_w_pct_mean,pds_vp_area_ratio_mean,pds_fp_area_rfp_mean,pds_fp_area_rvp_mean,pds_html_con_mjr_ps_max_ratio,pds_html_con_mjr_ps_en,pds_vp_mjr_ps_max_ratio,pds_vp_mjr_ps_en,pds_fp_mjr_ps_max_ratio,pds_fp_mjr_ps_en,pds_head_sum_mean,pds_title_sum_mean
chrismorse.net,http://chrismorse.net,2020_05_18_12_04_07_499,0,6,0,0,3.85,2.25,2.0,1.85,1.0,4,4,1.0,1.0,9,4,0.6923,0.0,0.0,0.0,0.0,0.0,10.0,18.6,9.75,12.5,11.0,23.4,7.0,18.125,12.0,26.4,8.0,20.5,200408,201012,20,11,0,1.0,3584,1235,0.55,0.25,0.25,1.5,0.5,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.3252,0.5958,0.0,0.0014,0.0033,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
dakotapcwarehouse.com,http://dakotapcwarehouse.com,2020_05_18_08_04_58_355,0,47,0,0,2.0,1.0968,1.0,9.25,0.7419,13,10,0.2653,0.3226,56,204,0.2154,0.1064,0.0,0.0,0.0,1.0,50.0,50.0,3.5,43.1,38.5,49.0,6.0,32.0,64.0,88.0,8.0,63.0,200502,200802,101,80,0,0.0,489,432,0.7921,0.02,0.0,0.1,0.0,2.9,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0466,0.1,0.0,0.0002,0.0008,0.9,0.469,0.0,0.0,0.0,0.469,0.1,0.0
techfinger.com,http://techfinger.com,2020_05_18_11_21_26_701,0,9,0,0,3.7,1.8571,1.0,14.9,0.7143,5,5,0.7143,0.7143,7,3,0.7,0.2222000000000000,0.0,1.55,0.0,1.6,1.5,169.8,2.0,183.8,6.5,46.35,8.0,47.2,19.5,71.7,28.0,72.4,200906,200104,30,29,0,1.0,1745,1279,0.9667,0.0027,0.0027,1.0,0.0109,1.0,0.0109,0.1522,0.0,0.0326,0.0,0.0353,0.1522,0.0132,0.0024,0.0005,0.0,0.0,0.9783,0.1728,0.0,0.6153,0.0,0.0865,0.0,0.0
www.abbservices.net,http://www.abbservices.net,2020_05_18_09_48_04_513,0,17,0,0,3.0,2.125,2.0,22.6,1.0,20,6,0.6667,0.75,64,20,0.7619,0.0,0.0,0.0,0.0,0.0,7.0,30.85,6.0,32.4,11.0,21.0,8.0,219.4,21.0,44.7,13.0,254.2,201705,201710,9,1,0,0.0,1086,0,0.1111,0.3303,0.025,2.0,0.5,5.5,4.0,0.5,0.0,2.0,1.0,0.1302,0.1094,0.2247,0.0479,0.001,0.0036,0.0244,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0
www.abccomp.net,http://www.abccomp.net,2020_05_18_09_49_38_754,0,13,0,0,2.0,1.5,1.5,7.0,0.6667,4,4,0.6667,0.6667,99,6,0.9429,0.0,0.0,0.0,0.0,0.0,15.0,27.0,6.0,23.4,2.0,4.8,3.0,37.0,3.0,7.4,5.0,69.0,200311,200412,60,52,1,1.0,3585,2214,0.8667,0.0,0.0,0.6667,0.0,0.6667,0.0,1.6667,0.6667,0.6667,0.0,0.5738,1.0,0.1464,0.406,0.0031,0.0007,0.0011,0.6667,0.9183,0.6667,0.9183,0.6667,0.9183,0.0,0.0
stewartal.com,http://stewartal.com,2020_05_18_04_33_07_925,0,10,0,0,2.7,1.4286,1.0,2.7,0.7143,1,1,0.125,0.1429,5,8,0.3846,0.2,0.0,2.6,0.0,3.2,5.0,172.6,5.0,91.35,40.0,493.8,33.0,634.35,131.0,650.2,83.0,830.65,201412,201412,64,40,0,0.0,944,636,0.625,0.0833,0.0833,1.1667,0.1667,1.1667,0.1667,0.1667,0.0,1.1667,0.1667,0.0786,0.1667,0.1754,0.5269,0.0006,0.0009,0.0023,0.8333,0.65,0.0,0.65,0.8333,0.65,0.0,0.0
www.azcomputergeeks.com,http://www.azcomputergeeks.com,2020_05_18_08_08_52_377,0,44,1,1,3.95,1.6429,1.0,16.5,0.7857,25,17,0.463,0.6071,88,155,0.3621,0.0227,0.0,0.0,0.0,0.0,50.0,50.0,3.0,46.4,23.0,73.0,7.0,119.85,41.0,152.7,9.0,243.575,201205,201212,134,94,3,1.0,991,234,0.7015,0.6019,0.6019,2.7778,1.8889,2.7778,1.8889,0.8889,0.0,1.6667,0.0,0.0186,0.4438,0.3307,0.6032,0.0018,0.0006,0.0026,0.7778,0.9864,0.6667,1.2244,0.5556,1.6577,0.0,0.0
www.buckeyelaser.com,http://www.buckeyelaser.com,2020_05_18_02_45_55_460,0,17,0,0,2.0,1.3,1.0,19.975,0.9,9,6,0.5294,0.6,19,6,0.76,0.1765,0.0,1.0,0.0,1.0,27.0,162.4,15.0,99.5,2.0,34.4,2.0,26.4,2.0,95.4,3.0,55.9,199911,200111,77,55,1,1.0,4913,1155,0.7143,0.2333,0.2333,0.9333,0.4667,0.9333,0.4667,0.5333,0.0,0.0667,0.0,0.0534,0.4091,0.0233,0.0,0.0007,0.0001,0.0001,0.0,0.9968,0.0,1.2729,0.0,0.3534,0.4667,0.4667
slappey.com,http://slappey.com,2020_05_18_02_37_07_234,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.5,6.0,6.0,31.0,102.0,31.0,31.0,41.0,195.2,41.0,41.0,200411,200107,128,74,1,1.0,1224,910,0.5781,0.2683,0.2683,2.0882,1.0882,2.0882,1.0882,1.1176,0.0294,2.9412,0.1765,0.0607,0.203,0.2125,0.8369,0.0023,0.0024,0.0057,0.9118,0.5116,0.8824,0.6990000000000000,0.2941,2.8393,0.0,0.0
www.alliancecomp.com,http://www.alliancecomp.com,2020_05_18_11_37_13_375,0,93,1,1,4.0,1.6557,1.0,43.0,0.7541,39,31,0.4021,0.5082,337,682,0.3307,0.1398,0.0,0.0,0.0,1.0,3.0,50.0,3.0,42.8,7.0,46.1,6.0,41.2,9.0,95.0,7.0,72.6,199910,200010,289,244,0,0.5,4853,4788,0.8443,0.3791,0.3544,2.1406,1.1406,2.3594,1.3594,0.0156,0.0,0.1562,0.0156,0.0033,0.0111,0.0506,0.1047,0.0,0.0003,0.0009,0.7969,1.1124,0.0,0.1161,0.0,0.7246,0.2031,0.0
www.advancecomptech.com,http://www.advancecomptech.com,2020_05_18_09_58_25_514,0,9,0,0,1.0,1.0,1.0,26.0,0.6667,5,4,0.7143,0.6667,7,4,0.6364,0.1111000000000000,0.0,0.5,0.0,0.3,3.0,61.5,3.5,63.8,14.0,27.0,6.0,25.2,23.0,57.5,9.0,53.3,200610,201102,37,15,0,1.0,3549,2911,0.4054,0.1666,0.1666,1.5,0.5,1.5,0.5,1.5,0.5,1.0,0.0,0.2676,1.0,0.4067,0.0449,0.0047,0.0006,0.0011,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0
www.abettercomputerservice.com,http://www.abettercomputerservice.com,2020_05_18_09_59_38_758,0,21,0,2,2.7,1.3571,1.0,27.225,0.5714,5,4,0.2174,0.2857,9,54,0.1429,0.0951999999999999,0.0,0.0,0.0,0.5,5.0,403.6,10.0,39.5,13.0,27.8,12.0,69.5,16.0,60.0,15.0,76.5,200912,200111,139,120,0,0.5,3810,3570,0.8633,0.125,0.125,2.5,0.5,2.5,0.5,2.5,0.5,2.5,0.5,0.2206,0.2107,0.1084,0.4732,0.0024,0.0008,0.0024,0.75,0.8113,0.75,0.8113,0.75,0.8113,0.0,0.0
rd-computers.com,http://rd-computers.com,2020_05_15_04_09_33_988,0,4,0,0,1.0,1.0,1.0,10.0,1.0,1,1,1.0,1.0,1,3,0.25,0.25,0.0,0.85,0.0,0.85,59.5,157.2,59.5,157.2,45.5,64.0,45.5,64.0,60.0,88.0,60.0,88.0,200305,200404,64,52,0,1.0,3678,3435,0.8125,0.0,0.0,2.3333,0.0,2.3333,0.0,2.3333,0.0,2.3333,0.0,0.613,0.8333,0.7217,0.8056,0.0056,0.0062,0.0062,0.6667,1.2516,0.6667,1.2516,0.6667,1.2516,0.0,0.0
www.acs4u.com,http://acs4u.com,2020_05_18_06_20_57_860,0,23,0,0,3.9,1.7727,1.0,23.95,0.8182,27,17,0.8182,0.7727,65,17,0.7927,0.0869999999999999,0.0,0.0,0.0,0.9,1.0,26.95,6.0,71.4,6.0,11.9,3.0,22.6,6.0,14.85,6.0,65.4,199805,199901,178,164,0,1.0,7940,7426,0.9213,0.6191,0.6191,2.7143,1.7143,2.7143,1.7143,0.4286,0.0,0.7143,0.0,0.0765,0.4286,0.2068,0.7143,0.0015,0.0016,0.0074,0.7143,0.8631,0.0,0.9852,0.7143,0.8631,0.0,0.0
www.abilitybusinesssolutions.com,http://www.abilitybusinesssolutions.com,2020_05_18_10_06_59_13,0,15,0,1,2.0,1.6,2.0,3.4,0.6,4,2,0.3077,0.4,20,8,0.7143,0.2,0.0,1.65,0.0,2.3,4.0,86.5,4.0,118.4,10.0,62.0,4.0,316.1,13.0,71.55,10.0,388.9,200807,200902,31,22,0,1.0,4258,2571,0.7097,0.5333,0.5333,2.2778,1.2778,2.2778,1.2778,1.1111,0.1111,0.3333,0.0556,0.0257,0.9994,0.118,0.2222,0.0086,0.0005,0.0018,0.7778,0.9445,0.8889,0.5033,0.0,1.0529,0.0,0.0
nccomputerrepair.com,http://nccomputerrepair.com,2020_05_18_06_15_11_343,0,2,0,0,1.0,1.0,1.0,2.0,1.0,1,1,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,67.9,49.0,67.9,9.5,12.65,9.5,12.65,12.0,15.6,12.0,15.6,201011,201012,34,21,0,1.0,2722,2479,0.6176,0.0667,0.0667,1.2,0.2,1.2,0.2,0.8,0.0,0.8,0.2,0.2237,0.499,0.1774,0.6,0.005,0.0095,0.0087,0.8,0.7219,0.4,1.5219,0.0,1.5219,0.0,0.0
techknowcomputers.com,http://techknowcomputers.com,2020_05_18_12_05_53_791,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,166.5,102.5,120.5,102.0,103.0,101.75,101.975,134.0,143.35,134.75,135.875,200402,200405,58,51,0,1.0,2649,1841,0.8793,0.0,0.0,0.9167,0.0,0.9167,0.0,2.0,0.0,1.3333,0.0,0.0495,0.3462,0.0846,0.1667,0.0049,0.0011,0.002,0.9167,0.4138,0.5833,0.9799,0.5,1.325,0.0,0.0
www.a-calcopiers.com,http://www.a-calcopiers.com,2020_05_18_08_15_06_188,0,29,0,0,2.0,1.1875,1.0,18.625,0.8125,7,6,0.3182,0.375,197,25,0.8874,0.1034,0.0,0.0,0.0,1.0,8.0,25.8,11.0,86.4,5.0,10.0,4.0,15.4,6.0,13.0,6.0,19.2,199802,199911,89,70,0,0.5,7634,7115,0.7865,0.0,0.5227,2.1818,1.1818,0.9091,0.0,0.0909,0.0,1.0,0.0,0.0431,0.018,0.2359,0.1508,0.0003,0.0008,0.0018,0.9091,0.4395,0.0,0.4395,1.0,0.0,0.0,0.0
totalcomputer.net,http://totalcomputer.net,2020_05_18_02_53_18_230,0,17,0,0,2.0,1.7273,2.0,15.0,0.0909,3,1,0.2308,0.0909,4,15,0.2105,0.2941,0.0,1.2,0.0,1.0,7.0,15.8,7.0,21.6,20.0,513.5,20.0,576.0,44.0,780.0,44.0,852.0,200311,201012,134,134,0,1.0,3587,3348,1.0,0.0357,0.0,0.1429,0.0,0.2143,0.0714,0.1429,0.0,0.0714,0.0,0.0457,0.1170000000000000,0.0273,0.0141,0.0001,0.0001,0.0001,0.0,0.7345,0.0,0.5917,0.0,0.3712,0.0,0.0
totaltechsc.com,http://totaltechsc.com,2020_05_18_02_57_51_881,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,99.0,99.0,99.0,99.0,136.0,136.0,136.0,136.0,201405,201711,18,9,0,0.0,698,379,0.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3563,0.7615,0.0,0.0025,0.0077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
www.bridgeporttechnology.com,http://www.bridgeporttechnology.com,2020_05_18_11_54_06_168,0,10,0,0,1.9,1.3333,1.0,20.0,0.6667,3,2,0.75,0.6667,789,5,0.9937,0.0999999999999999,0.0,0.0,0.0,0.275,1.0,4.0,1.25,10.775,59.0,63.0,17.0,43.925,112.0,117.35,26.0,79.15,201308,200308,282,231,0,1.0,2350,1983,0.8191,0.1379,0.0484,1.0968,0.0968,1.6774,0.6774,0.0,0.0,0.0645,0.0,0.0,0.0,0.0251,0.0645,0.0,0.0001,0.0003,0.8065,1.0801,0.0,0.0,0.0,0.3451,0.0,0.0
www.norwalkhomecomputerservices.com,http://www.norwalkhomecomputerservices.com,2020_05_15_10_09_25_792,0,12,0,0,2.8,1.6,1.0,1.8,0.6,2,2,0.2222,0.4,27,5,0.8438,0.1667000000000000,0.0,0.45,0.0,1.35,4.5,16.0,2.0,12.7,4.0,65.4,5.0,72.3,4.0,175.8,5.5,178.5,201404,201412,37,19,0,1.0,1972,1025,0.5135,0.5334,0.4,1.6,0.8,2.4,1.6,0.8,0.0,1.6,0.0,0.2426,0.6984,0.276,0.5768,0.0033,0.0021,0.0042,0.8,0.7219,0.8,0.7219,0.8,0.7219,0.8,0.0
taptechit.com,http://taptechit.com,2020_05_15_08_05_08_360,0,16,0,3,5.75,2.25,1.75,29.75,0.6,9,5,0.3913,0.5,49,124,0.2832,0.25,0.0,0.0,0.0,2.25,17.0,52.4,7.5,131.5,7.0,11.0,7.75,43.5,11.0,18.4,11.0,57.25,201207,201210,34,19,0,1.0,2780,2303,0.5588,0.1218,0.1137,1.2294,0.2294,1.2941,0.2941,1.0294,0.0294,0.2235,0.0,0.0287,0.5118,0.0457,0.0485,0.0016,0.0001,0.0003,0.7735,0.9278,0.9706,0.1914,0.0,0.8283,0.0118,0.0059
premiertech.org,http://premiertech.org,2020_05_18_04_46_26_1,0,3,0,0,2.0,2.0,2.0,23.0,1.0,0,0,0.0,0.0,2,1,0.6667,0.0,0.0,0.0,0.0,0.0,108.0,108.9,108.0,108.9,28.0,28.0,28.0,28.0,38.0,38.0,38.0,38.0,201706,201306,6,5,0,1.0,2686,2021,0.8333,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0282,0.0027,0.0274,0.0023,0.0001,0.0001,0.0001,0.0,0.3373,0.0,0.3373,0.0,0.3373,0.0,0.0
www.axiomcomputerservices.com,http://www.axiomcomputerservices.com,2020_05_18_06_34_36_772,0,4,0,0,11.2,4.0,1.0,0.85,0.25,0,0,0.0,0.0,4999,1,0.9998,0.5,0.0,2.0,0.0,0.85,3.0,5931.0,2.0,4.7,6.0,8.0,7.5,10.7,8.0,11.0,13.5,227.25,201104,200104,140,50,1,0.5,5939,1199,0.3571,0.0455,0.0455,1.0909,0.0909,1.0909,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0,0.0091,0.0907,0.0,0.0001,0.0006,0.9091,0.4395,0.0,0.0,0.0,0.4395,0.0,0.0
www.actco.com,http://www.actco.com,2020_05_18_07_24_33_558,0,63,1,0,4.75,2.6538,1.5,3.0,0.3462,9,4,0.2812,0.1538,246,63,0.7961,0.1587000000000000,0.0,1.0,0.0,1.9,2.0,48.2,4.0,99.8,23.0,59.0,9.0,62.9,27.0,79.6,11.0,83.45,199602,199703,150,131,0,0.5,8609,8472,0.8733,0.355,0.355,2.4536,1.2371,2.4536,1.2371,1.7526,0.0206,1.2165,0.3402,0.1617,0.8229,0.1663,0.8357,0.0052,0.0011,0.005,0.5361,1.5022,0.8144,0.9399,0.5361,1.4510000000000000,0.0,0.0
pctechdothan.com,https://pctechdothan.com,2020_05_15_04_13_31_550,0,10,1,1,14.7,3.75,1.0,4.9,0.625,3,3,0.2308,0.375,4992,8,0.9984,0.3,0.0,1.0,0.0,1.0,0.0,5.0,7.5,99.7,39.0,41.0,22.0,55.775,48.0,51.0,31.0,186.625,201106,201206,62,56,3,1.0,1380,30,0.9032,0.3438,0.125,3.125,0.625,2.75,1.5,0.0,0.0,0.625,0.0,0.0,0.0,0.2354,0.0282,0.0,0.0004,0.0011,0.625,1.2988,0.0,0.0,0.0,1.2988,0.375,0.0
rlwaconsult.com,http://rlwaconsult.com,2020_05_15_04_17_11_999,0,6,0,0,1.0,1.0,1.0,27.1,0.6667,2,2,0.6667,0.6667,3,9,0.25,0.1667000000000000,0.5,1.0,0.0,0.75,3.0,25.0,3.25,25.0,19.5,46.0,2.5,36.0,38.0,96.8,2.5,74.5,199909,200105,88,88,1,1.0,4595,375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3581,0.2032,0.1237,0.0632,0.0007,0.0002,0.0007,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
performance-computers.com,https://performance-computers.com,2020_05_15_04_17_51_922,0,13,0,0,3.55,1.5,1.0,4.55,0.7,6,6,0.4,0.6,11,25,0.3056,0.0,0.0,0.0,0.0,0.0,3.0,20.0,3.0,36.4,3.0,14.5,4.0,19.4,4.0,23.25,5.0,31.8,200810,199910,88,60,0,1.0,4194,3661,0.6818,0.6667,0.6667,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0469,0.7826,0.0,0.0,0.0052,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
genesispcmi.com,http://genesispcmi.com,2020_05_18_10_20_42_361,0,17,0,0,12.05,4.25,1.0,6.55,1.0,1,1,0.25,0.25,11,113,0.0887,0.1765,0.0,1.0,0.0,1.8,2.0,22.7,7.0,73.6,20.0,31.85,6.0,21.9,33.0,45.0,7.0,34.6,201405,201412,55,43,0,1.0,2133,1888,0.7818,0.6459,0.125,1.25,0.25,3.0,2.0,1.25,0.25,1.25,0.0,0.0358,1.0,0.1192,0.9771,0.0083,0.0041,0.0083,0.5,1.5,0.75,0.8113,0.75,0.8113,1.75,0.0
techknowledge.biz,http://techknowledge.biz,2020_05_15_04_19_50_959,0,4,0,0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.55,1.5,21.55,21.0,909.25,21.0,909.25,60.0,1144.25,60.0,1144.25,200110,200205,50,43,0,0.5,6564,5789,0.86,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.armortechs.com,http://www.armortechs.com,2020_05_18_09_48_34_854,0,136,8,0,2.0,1.1575,1.0,10.5,0.6849,24,12,0.1395,0.1644,4734,266,0.9468,0.6397000000000000,0.0,2.0,0.0,12.25,3.0,2611.0,9.0,116.0,4.0,18.0,6.0,47.875,5.0,24.0,8.0,88.875,201203,201410,539,258,0,1.0,2195,2057,0.4787,0.5134,0.5113,2.0928,1.0928,2.1959,1.1959,1.0103,0.0103,0.3608,0.0825,0.0289999999999999,0.4325,0.0507,0.1466,0.0023,0.0004,0.0013,0.9485,0.3430000000000000,0.9897,0.0828,0.0,1.1163,0.1031,0.0
tucsonvirusslayer.com,http://tucsonvirusslayer.com,2020_05_15_04_25_40_863,0,18,0,6,1.35,1.0714,1.0,11.8,0.2143,2,2,0.0909,0.1429,40,6,0.8696,0.1111000000000000,0.0,1.0,0.0,1.0,6.0,82.75,3.0,136.25,11.0,41.75,6.5,33.225,15.0,121.75,12.25,61.3,200910,201303,61,39,2,1.0,1426,198,0.6393,0.1667,0.1458,1.375,0.375,1.5,0.5,1.25,0.0,1.25,0.25,0.1135,0.972,0.1448,0.7744,0.0074,0.0041,0.009,0.75,0.8113,0.75,1.0613,0.625,1.5488,0.25,0.125
fallenapplesmacrepair.com,http://fallenapplesmacrepair.com,2020_05_18_04_12_09_389,0,3,0,0,1.0,1.0,1.0,272.8,0.6667,6,2,0.8571,0.6667,7,1,0.875,0.3333,0.0,1.0,0.0,0.0,34.5,74.0,2.0,57.8,182.0,909.55,182.0,958.7,250.0,1189.85,250.0,1256.2,201701,201802,5,2,0,1.0,990,194,0.4,0.6684,0.6684,3.0606,2.0606,3.0606,2.0606,0.0,0.0,0.5152,0.0101,0.0,0.0,0.0402,0.1461,0.0,0.0002,0.0007,0.9192,0.4706,0.0,0.0,0.4949,1.0714,0.0,0.0
www.1sttechs.com,http://www.1sttechs.com,2020_05_15_04_37_15_516,0,13,0,0,2.75,1.5,1.0,41.0,1.0,7,4,0.5833,0.6667,16,14,0.5333,0.1538,0.0,1.1,0.0,2.0,6.0,652.25,7.0,1722.2,10.0,35.95,18.0,56.8,15.5,47.95,25.0,66.8,200411,200908,114,80,0,1.0,0,0,0.7018,0.4593,0.3333,1.7778,0.7778,2.4444,1.4444,1.0,0.0,1.0,0.1111,0.3116,0.2897,0.1976,0.0966,0.0016,0.0008,0.0016,0.2222,2.281,0.4444,1.8366,0.3333,1.8911,0.0,0.0
springhilltech.com,http://springhilltech.com,2020_05_15_04_20_38_971,0,38,0,0,4.9,2.55,1.0,6.3,0.7,19,13,0.5588,0.65,22,184,0.1068,0.2368,0.0,1.0,0.0,1.15,9.0,59.75,3.0,72.9,50.0,62.0,3.0,412.95,62.0,80.0,3.0,465.35,200111,200009,132,124,0,1.0,2099,2016,0.9394,0.0758,0.0707,1.1515,0.1515,1.1818,0.1818,1.1515,0.1515,1.1212,0.1515,0.1076,0.9802,0.1044,0.9634,0.0043,0.0027,0.0042,0.8485,0.8213,0.8485,0.723,0.8182,0.9116,0.0,0.0
www.arguscomputer.com,http://www.arguscomputer.com,2020_05_18_08_20_32_777,0,26,2,0,3.0,1.5294,1.0,14.8,0.7059,10,10,0.4167,0.5882,51,42,0.5484,0.0768999999999999,0.0,0.0,0.0,0.0,8.0,374.0,18.5,373.75,21.0,244.4,9.0,551.5,27.0,305.0,10.75,624.0,200501,200501,48,42,1,1.0,4159,447,0.875,0.0667,0.0667,1.3,0.2,1.3,0.2,0.5,0.0,1.3,0.2,0.2075,0.1,0.1437,0.2777,0.0007,0.0012,0.0016,0.6,1.571,0.0,1.1568,0.6,1.571,0.0,0.0
wolftechgroup.com,http://wolftechgroup.com,2020_05_18_11_13_18_199,0,3,0,0,1.0,1.0,1.0,4.0,1.0,0,0,0.0,0.0,2,1,0.6667,0.3333,0.0,85.5,0.0,85.5,61.0,322.0,61.0,322.0,24.0,24.9,24.0,24.9,24.0,33.0,24.0,33.0,201409,201410,87,56,0,1.0,2204,1459,0.6437,0.0069,0.0069,0.5625,0.0208,0.5625,0.0208,0.0417,0.0,0.6458,0.0208,0.0185,0.0208,0.0957,0.4347,0.0002,0.0012,0.0022,0.0,1.3574,0.0,0.1461,0.0,1.4917,0.0,0.0
onsitecomputersinc.com,http://onsitecomputersinc.com,2020_05_18_09_44_05_189,0,12,0,0,1.8,1.2,1.0,3.0,1.0,0,0,0.0,0.0,11,11,0.5,0.0,0.0,0.0,0.0,0.0,4.0,27.55,4.0,29.35,3.5,29.85,4.5,53.9,4.5,94.6,8.0,81.125,199912,200104,226,192,1,0.0,4022,638,0.8496,0.6919,0.0404,1.1313,0.0808,4.2727,3.2929,0.9798,0.0,1.0404,0.0,0.0599,0.8375,0.0351,0.976,0.0051,0.0012,0.0055,0.5354,1.9352,0.9798,0.1426,0.9293,0.5267,2.3333,0.0909
vistaconsulting.com,http://vistaconsulting.com,2020_05_15_04_32_49_192,0,10,0,0,2.75,1.5,1.0,2.0,0.6667,3,3,0.3,0.5,6,10,0.375,0.0999999999999999,0.0,0.25,0.0,0.55,7.5,40.0,3.0,30.325,5.5,34.0,4.5,23.2,10.0,43.5,5.5,27.05,199601,199901,132,123,0,1.0,2598,2347,0.9318,0.125,0.125,1.25,0.25,1.25,0.25,1.0833,0.1667,0.9167,0.1667,0.2598,0.9167,0.2262,0.7396,0.0073,0.0056,0.0058,0.75,0.8113,0.75,1.0409,0.5833,1.3844,0.0,0.0
jonathancarrico.com,http://jonathancarrico.com,2020_05_18_05_46_10_61,0,10,1,0,2.75,1.5,1.0,1.75,0.6667,0,0,0.0,0.0,983,5,0.9949,0.2,0.0,0.0,0.0,0.0,1.0,822.0,5.0,18.8,1.0,9.0,5.25,16.7,2.0,15.0,6.5,21.05,201911,200810,61,55,0,1.0,4393,3756,0.9016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shorelinepc.net,http://shorelinepc.net,2020_05_15_04_05_30_609,0,33,0,0,1.9,1.5652,1.0,8.7,0.7826,17,8,0.2329,0.3478,432,62,0.8745,0.4545,0.0,6.0,0.0,0.7,5.0,39.35,7.0,32.8,4.0,11.0,3.0,48.2,4.0,13.0,3.0,60.8,201206,201302,39,26,4,1.0,826,91,0.6667,0.0588,0.049,2.1176,0.1765,2.1765,0.2353,0.2941,0.0,0.1176,0.0588,0.0483,0.0781,0.049,0.0588,0.0004,0.0001,0.0004,0.8824,0.6402,0.0,0.952,0.0,0.3228,0.0,0.0
silveradotech.com,https://silveradotech.com,2020_05_15_04_39_56_61,0,46,3,0,2.0,2.24,1.0,1326.2,0.6,18,14,0.45,0.56,75,36,0.6757,0.1957,0.0,9.5,0.0,1.0,11.0,264.5,4.0,67.0,16.0,471.0,7.0,544.75,20.0,668.0,8.5,1182.25,200307,200402,158,121,0,0.5,3070,2957,0.7658,0.3694,0.3694,2.1667,1.1667,2.1667,1.1667,2.0,0.0833,0.0833,0.0,0.0692,0.1521,0.0309,0.0,0.003,0.0001,0.0001,0.8333,0.8167,0.9167,0.4138,0.0,0.4138,0.0,0.0
www.anthonythomasconsulting.com,http://www.anthonythomasconsulting.com,2020_05_18_02_44_24_84,0,1,0,0,1.0,1.0,1.0,1.0,1.0,5,1,1.0,1.0,9,0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,201511,201701,37,32,1,1.0,1102,266,0.8649,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0307,0.2358,0.0,0.0002,0.0007,0.64,0.9427,0.0,0.0,0.0,0.795,0.0,0.0
